Dataset title / Calibration periods / Tail length / period length / Min invest (-99 vai 0 vai 0.1);Meginajums1;4176;9999;23;-95;
Timeseries title (15char):;PE MARKET w;EQUITY LM SNP;REX BOND;;;
Comments (bez koliem):;EQUAL WEIGHTS;S&P GERMANY :LM - TOT RETURN IND;REX BOND SUB INDEX CURRENT 1 YR ;;;
01.02.2000;-0.003463023;0.010174457;6.47485E-05;;;
02.02.2000;0.030250256;0.009160381;9.56587E-05;;;
03.02.2000;0.274577738;0.004427951;0.000272845;;;
04.02.2000;-0.345770098;-0.007246628;-0.000168979;;;
07.02.2000;0.035775735;0.014349221;7.84946E-05;;;
08.02.2000;0.093302949;0.003964438;4.49112E-05;;;
09.02.2000;0.100116923;0.006034995;0.000191376;;;
10.02.2000;-0.105975734;-0.003678535;-6.3116E-05;;;
11.02.2000;0.004401711;0.002622505;0.000126445;;;
14.02.2000;0.107008108;-0.015459564;4.33251E-05;;;
15.02.2000;-0.091096347;0.005712208;-3.22157E-05;;;
16.02.2000;-0.081611294;0.005083327;0.000142397;;;
17.02.2000;-0.066633394;-0.002017873;-0.000178615;;;
18.02.2000;0.166297261;0.001702939;-0.000164462;;;
21.02.2000;-0.105616297;0.003385975;0.000118463;;;
22.02.2000;0.019359247;0.007130977;0.000147312;;;
23.02.2000;0.072701031;-0.005324937;0.000253846;;;
24.02.2000;-0.075435489;0.0077298;0.00029297;;;
25.02.2000;0.061236398;-0.007770763;-0.000150456;;;
28.02.2000;0.021235367;0.00485578;-8.59029E-05;;;
29.02.2000;-0.169374141;0.002214267;-3.81845E-05;;;
01.03.2000;0.153407606;0.010063172;6.43789E-05;;;
02.03.2000;-0.00186417;-0.000827776;6.41474E-05;;;
03.03.2000;-0.011813802;0.000418027;1.1985E-05;;;
06.03.2000;-0.003072912;0.005343543;-2.88524E-06;;;
07.03.2000;-0.011209304;-0.004784174;-4.15052E-05;;;
08.03.2000;-0.00396488;-0.002368454;0.000104976;;;
09.03.2000;0.013358486;-0.00065756;0.000139781;;;
10.03.2000;-0.09676083;-0.01550395;-9.07415E-05;;;
13.03.2000;0.21074927;-0.000452146;-4.43793E-05;;;
14.03.2000;-0.124519666;-0.014280744;5.21452E-05;;;
15.03.2000;0.272418951;0.009350696;0.000138653;;;
16.03.2000;-0.265377428;0.007406957;0.000233503;;;
17.03.2000;0.017156099;0.010687361;8.66725E-05;;;
20.03.2000;-0.01297334;-0.00416931;0.000181491;;;
21.03.2000;-0.006901693;-0.003827549;9.52672E-06;;;
22.03.2000;-0.116472028;-0.006106088;0.000159265;;;
23.03.2000;0.008408018;0.013360215;-1.19594E-05;;;
24.03.2000;0.009894463;-0.003273532;-5.11635E-05;;;
27.03.2000;0.177750745;0.001936612;4.14186E-05;;;
28.03.2000;-0.194762486;-0.004270383;6.99817E-05;;;
29.03.2000;-0.033754187;-0.012268697;0.000107387;;;
30.03.2000;0.094861407;-0.001259515;0.000154723;;;
31.03.2000;0.098869156;-0.009261585;2.036E-05;;;
03.04.2000;-0.233611591;0.003103544;9.20508E-05;;;
04.04.2000;0.074809878;-0.009291404;0.000215668;;;
05.04.2000;0.119923139;0.008273506;0.00020053;;;
06.04.2000;-0.11165438;0.004461014;-8.7983E-05;;;
07.04.2000;0.131952867;0.000529233;7.51625E-05;;;
10.04.2000;-0.208344396;-0.005840322;-3.53677E-06;;;
11.04.2000;0.094060491;-0.000689782;-7.38366E-05;;;
