Dataset title / Calibration periods / Tail length / period length / Min invest (-99 vai 0 vai 0.1);Meginajums1;784;9999;23;-95;
Timeseries title (15char):;INDEX WITH EQUAL WEIGHTS based on market value;EQUITY LM SNP;REX BOND;;;
Comments (bez koliem):;INDEX WITH MARKET WEIGHTS;S&P GERMANY :LM - TOT RETURN IND;REX BOND SUB INDEX CURRENT 1 YR ;;mean;0.000158589
22.02.2012;0.00117289;-0.0007026;-0.000103112;;;
23.02.2012;-0.003963545;0.003202647;0.000142079;;;
24.02.2012;-0.001561433;-0.002989238;0.000221618;;;
27.02.2012;-0.002903334;0.003188621;-3.03603E-05;;;
28.02.2012;-0.001256861;-0.000823047;-3.58831E-05;;;
29.02.2012;-0.00463625;0.001445531;2.62226E-05;;;
01.03.2012;0.009399478;0.000621593;-8.28065E-06;;;
02.03.2012;2.71944E-06;-0.004708895;-3.18973E-05;;;
05.03.2012;0.012242355;-0.016458044;6.48656E-05;;;
06.03.2012;-0.001067899;0.004089371;-0.000140018;;;
07.03.2012;0.002008763;0.008039638;0.00011533;;;
08.03.2012;-9.5949E-05;0.004228556;-4.60034E-06;;;
09.03.2012;0.006931098;0.000389226;1.73277E-05;;;
12.03.2012;-0.005803303;0.004916782;0.000120508;;;
13.03.2012;0.003805552;0.000347307;-0.000228319;;;
14.03.2012;-0.00494929;0.003371763;-9.04936E-06;;;
15.03.2012;0.00203317;0.000725269;2.10126E-05;;;
16.03.2012;-0.000630611;0.000356045;-5.92061E-05;;;
19.03.2012;-0.005318844;-0.0056823;5.12306E-05;;;
20.03.2012;0.00310338;0.000745399;-4.96967E-05;;;
21.03.2012;0.00013493;-0.002165193;0.000370134;;;
22.03.2012;-0.001655309;0.003503696;4.12258E-05;;;
23.03.2012;0.002367057;0.006143577;2.91162E-05;;;
26.03.2012;-0.005158142;0.000463378;-2.42123E-05;;;
27.03.2012;0;-0.003585742;-8.87389E-05;;;
28.03.2012;0;-0.005777071;0.000117855;;;
29.03.2012;0.002951716;0.005309849;-3.7851E-05;;;
30.03.2012;0.000340977;0.005488729;-6.65155E-05;;;
02.04.2012;-0.000929393;-0.000425368;1.86989E-05;;;
03.04.2012;-0.000894302;-0.013685923;-5.21109E-06;;;
04.04.2012;0.001001186;0.002764424;0.000312708;;;
05.04.2012;-0.002443004;0;0;;;
06.04.2012;-0.002255975;-3.74085E-05;0;;;
09.04.2012;-0.003193497;-0.010245591;-9.12918E-05;;;
10.04.2012;0.008402135;0.003446346;4.59547E-05;;;
11.04.2012;0.000947773;0.009521636;-3.24741E-05;;;
12.04.2012;0.00085683;-0.005750677;-5.97428E-06;;;
13.04.2012;0.000864627;0.000426739;-6.77142E-05;;;
16.04.2012;-0.002946405;0.007622779;7.88968E-05;;;
17.04.2012;-0.007830253;-0.002435175;-2.46633E-05;;;
18.04.2012;-0.008477032;-0.002361653;1.97614E-05;;;
19.04.2012;0.002486786;0.001642088;-3.67647E-06;;;
20.04.2012;-0.000317672;-0.01464748;0.000244877;;;
23.04.2012;0.00786107;0.004001211;-3.47552E-05;;;
24.04.2012;0.001673818;0.008966788;1.37799E-05;;;
25.04.2012;-0.003652036;0.004427249;6.58314E-05;;;
26.04.2012;-0.00892382;0.00478546;7.20968E-05;;;
27.04.2012;0.006225036;-0.00047618;-1.07142E-06;;;
30.04.2012;-0.000753048;6.10779E-05;0;;;
